WHO_REGION,ISO_code,Cname,Continent,Vaccine,Percent_covrage
AFR,BFA,Burkina Faso,Africa,PCV2,99.0
AFR,BFA,Burkina Faso,Africa,PCV3,91.0
AFR,BFA,Burkina Faso,Africa,Pol3,91.0
AFR,BFA,Burkina Faso,Africa,RCV1,88.0
AFR,BFA,Burkina Faso,Africa,Rota1,96.0
AFR,BFA,Burkina Faso,Africa,RotaC,91.0
AFR,BFA,Burkina Faso,Africa,TT2plus,92.0
AFR,BFA,Burkina Faso,Africa,VAD1,99.0
AFR,BFA,Burkina Faso,Africa,YFV,49.0
AFR,BDI,Burundi,Africa,BCG,91.0
AFR,BDI,Burundi,Africa,DiphCV4,77.0
AFR,BDI,Burundi,Africa,DTP1,94.0
AFR,BDI,Burundi,Africa,DTP3,90.0
AFR,BDI,Burundi,Africa,HepB3,90.0
AFR,BDI,Burundi,Africa,Hib3,90.0
AFR,BDI,Burundi,Africa,IPV1,50.0
AFR,BDI,Burundi,Africa,MCV1,88.0
AFR,BDI,Burundi,Africa,MCV2,77.0
AFR,BDI,Burundi,Africa,PCV1,94.0
AFR,BDI,Burundi,Africa,PCV2,92.0
AFR,BDI,Burundi,Africa,PCV3,90.0
AFR,BDI,Burundi,Africa,PerCV4,77.0
AFR,BDI,Burundi,Africa,Pol3,90.0
AFR,BDI,Burundi,Africa,RCV1,88.0
AFR,BDI,Burundi,Africa,Rota1,94.0
AFR,BDI,Burundi,Africa,RotaC,92.0
AFR,BDI,Burundi,Africa,TT2plus,90.0
AFR,BDI,Burundi,Africa,TTCV4,77.0
AFR,BDI,Burundi,Africa,VAD1,91.0
AFR,CPV,Cabo Verde,Africa,BCG,96.0
AFR,CPV,Cabo Verde,Africa,DiphCV4,91.0
AFR,CPV,Cabo Verde,Africa,DTP1,97.0
AFR,CPV,Cabo Verde,Africa,DTP3,98.0
AFR,CPV,Cabo Verde,Africa,HepB_BD,97.0
AFR,CPV,Cabo Verde,Africa,HepB_BDall,1.0
AFR,CPV,Cabo Verde,Africa,HepB3,98.0
AFR,CPV,Cabo Verde,Africa,Hib3,98.0
AFR,CPV,Cabo Verde,Africa,IPV1,96.0
AFR,CPV,Cabo Verde,Africa,MCV1,99.0
AFR,CPV,Cabo Verde,Africa,MCV2,88.0
AFR,CPV,Cabo Verde,Africa,Pol3,98.0
AFR,CPV,Cabo Verde,Africa,RCV1,99.0
AFR,CPV,Cabo Verde,Africa,TT2plus,63.0
WPR,KHM,Cambodia,Asia,BCG,90.0
WPR,KHM,Cambodia,Asia,DTP1,99.0
WPR,KHM,Cambodia,Asia,DTP3,98.0
WPR,KHM,Cambodia,Asia,HepB_BD,69.0
WPR,KHM,Cambodia,Asia,HepB_BDall,76.0
WPR,KHM,Cambodia,Asia,HepB3,98.0
WPR,KHM,Cambodia,Asia,Hib3,98.0
WPR,KHM,Cambodia,Asia,HPVfem,96.0
WPR,KHM,Cambodia,Asia,HPVmale,95.0
WPR,KHM,Cambodia,Asia,IPV1,90.0
WPR,KHM,Cambodia,Asia,JapEnc,86.0
WPR,KHM,Cambodia,Asia,MCV1,99.0
WPR,KHM,Cambodia,Asia,MCV2,81.0
WPR,KHM,Cambodia,Asia,PAB,91.0
WPR,KHM,Cambodia,Asia,PCV1,97.0
WPR,KHM,Cambodia,Asia,PCV2,94.0
WPR,KHM,Cambodia,Asia,PCV3,93.0
WPR,KHM,Cambodia,Asia,Pol3,96.0
WPR,KHM,Cambodia,Asia,TT2plus,75.0
WPR,KHM,Cambodia,Asia,VAD1,51.0
AFR,CMR,Cameroon,Africa,BCG,88.0
AFR,CMR,Cameroon,Africa,DTP1,86.0
AFR,CMR,Cameroon,Africa,DTP3,79.0
AFR,CMR,Cameroon,Africa,HepB3,79.0
AFR,CMR,Cameroon,Africa,Hib3,79.0
AFR,CMR,Cameroon,Africa,IPV1,78.0
AFR,CMR,Cameroon,Africa,MCV1,71.0
AFR,CMR,Cameroon,Africa,PCV1,85.0
AFR,CMR,Cameroon,Africa,PCV2,80.0
AFR,CMR,Cameroon,Africa,PCV3,79.0
AFR,CMR,Cameroon,Africa,Pol3,78.0
AFR,CMR,Cameroon,Africa,RCV1,71.0
AFR,CMR,Cameroon,Africa,Rota1,89.0
AFR,CMR,Cameroon,Africa,RotaC,78.0
AFR,CMR,Cameroon,Africa,TT2plus,66.0
AFR,CMR,Cameroon,Africa,VAD1,29.0
AFR,CMR,Cameroon,Africa,YFV,74.0
AMR,CAN,Canada,North America,DiphCV4,76.0
AMR,CAN,Canada,North America,DiphCV5,80.0
AMR,CAN,Canada,North America,DiphCV6,89.0
AMR,CAN,Canada,North America,DTP1,87.0
AMR,CAN,Canada,North America,DTP3,91.0
AMR,CAN,Canada,North America,HepB3,71.0
AMR,CAN,Canada,North America,Hib3,91.0
AMR,CAN,Canada,North America,HPVfem,83.0
AMR,CAN,Canada,North America,HPVmale,41.0
AMR,CAN,Canada,North America,IPV1,87.0
AMR,CAN,Canada,North America,MCV1,90.0
AMR,CAN,Canada,North America,MCV2,87.0
AMR,CAN,Canada,North America,PCV1,92.0
AMR,CAN,Canada,North America,PCV2,89.0
AMR,CAN,Canada,North America,PCV3,81.0
AMR,CAN,Canada,North America,PerCV4,76.0
AMR,CAN,Canada,North America,Pol3,91.0
AMR,CAN,Canada,North America,RCV1,90.0
AMR,CAN,Canada,North America,RotaC,79.0
AMR,CAN,Canada,North America,TTCV4,76.0
AMR,CAN,Canada,North America,TTCV5,80.0
AMR,CAN,Canada,North America,TTCV6,89.0
AFR,CAF,Central African Republic (the),Africa,BCG,77.0
AFR,CAF,Central African Republic (the),Africa,DTP1,95.0
AFR,CAF,Central African Republic (the),Africa,DTP3,74.0
AFR,CAF,Central African Republic (the),Africa,HepB3,74.0
AFR,CAF,Central African Republic (the),Africa,Hib3,74.0
AFR,CAF,Central African Republic (the),Africa,IPV1,73.0
AFR,CAF,Central African Republic (the),Africa,MCV1,72.0
AFR,CAF,Central African Republic (the),Africa,MenA,66.0
AFR,CAF,Central African Republic (the),Africa,PCV1,95.0
AFR,CAF,Central African Republic (the),Africa,PCV2,78.0
AFR,CAF,Central African Republic (the),Africa,PCV3,73.0
AFR,CAF,Central African Republic (the),Africa,Pol3,73.0
AFR,CAF,Central African Republic (the),Africa,TT2plus,89.0
AFR,CAF,Central African Republic (the),Africa,VAD1,15.0
AFR,CAF,Central African Republic (the),Africa,YFV,70.0
AFR,TCD,Chad,Africa,BCG,51.0
AFR,TCD,Chad,Africa,DTP1,86.0
AFR,TCD,Chad,Africa,DTP3,77.0
AFR,TCD,Chad,Africa,HepB3,77.0
AFR,TCD,Chad,Africa,Hib3,77.0
AFR,TCD,Chad,Africa,IPV1,77.0
AFR,TCD,Chad,Africa,MCV1,70.0
AFR,TCD,Chad,Africa,MenA,70.0
AFR,TCD,Chad,Africa,Pol3,76.0
AFR,TCD,Chad,Africa,TT2plus,69.0
AFR,TCD,Chad,Africa,YFV,73.0
AMR,CHL,Chile,South America,BCG,96.0
AMR,CHL,Chile,South America,DiphCV4,89.0
AMR,CHL,Chile,South America,DTP1,99.0
AMR,CHL,Chile,South America,DTP3,95.0
AMR,CHL,Chile,South America,HepB3,95.0
AMR,CHL,Chile,South America,Hib3,95.0
AMR,CHL,Chile,South America,HPVfem,76.0
AMR,CHL,Chile,South America,IPV1,98.0
AMR,CHL,Chile,South America,MCV1,93.0
AMR,CHL,Chile,South America,MCV2,93.0
AMR,CHL,Chile,South America,MenA,95.0
AMR,CHL,Chile,South America,PCV1,98.0
AMR,CHL,Chile,South America,PCV2,97.0
AMR,CHL,Chile,South America,PCV3,93.0
AMR,CHL,Chile,South America,Pol3,95.0
AMR,CHL,Chile,South America,RCV1,93.0
AMR,CHL,Chile,South America,TT2plus,71.0
AMR,CHL,Chile,South America,YFV,71.0
WPR,CHN,China,Asia,BCG,99.0
WPR,CHN,China,Asia,DiphCV4,99.0
WPR,CHN,China,Asia,DiphCV5,99.0
WPR,CHN,China,Asia,DTP1,99.0
WPR,CHN,China,Asia,DTP3,99.0
WPR,CHN,China,Asia,HepB_BD,96.0
WPR,CHN,China,Asia,HepB_BDall,99.0
WPR,CHN,China,Asia,HepB3,99.0
WPR,CHN,China,Asia,IPV1,99.0
WPR,CHN,China,Asia,JapEnc,99.0
WPR,CHN,China,Asia,MCV1,99.0
WPR,CHN,China,Asia,MCV2,99.0
WPR,CHN,China,Asia,PerCV4,99.0
WPR,CHN,China,Asia,Pol3,99.0
WPR,CHN,China,Asia,RCV1,99.0
WPR,CHN,China,Asia,TTCV4,99.0
WPR,CHN,China,Asia,TTCV5,99.0
AMR,COL,Colombia,South America,BCG,89.0
AMR,COL,Colombia,South America,DiphCV4,85.0
AMR,COL,Colombia,South America,DiphCV5,88.0
AMR,COL,Colombia,South America,DTP1,92.0
AMR,COL,Colombia,South America,DTP3,92.0
AMR,COL,Colombia,South America,HepB_BD,77.0
AMR,COL,Colombia,South America,HepB_BDall,87.0
AMR,COL,Colombia,South America,HepB3,92.0
AMR,COL,Colombia,South America,Hib3,92.0
AMR,COL,Colombia,South America,HPVfem,36.0
AMR,COL,Colombia,South America,IPV1,93.0
AMR,COL,Colombia,South America,MCV1,95.0
AMR,COL,Colombia,South America,MCV2,88.0
AMR,COL,Colombia,South America,PCV1,94.0
AMR,COL,Colombia,South America,PCV2,94.0
AMR,COL,Colombia,South America,PCV3,94.0
AMR,COL,Colombia,South America,PerCV4,85.0
AMR,COL,Colombia,South America,Pol3,92.0
AMR,COL,Colombia,South America,RCV1,95.0
AMR,COL,Colombia,South America,Rota1,89.0
AMR,COL,Colombia,South America,RotaC,90.0
AMR,COL,Colombia,South America,TT2plus,60.0
AMR,COL,Colombia,South America,TTCV5,88.0
AMR,COL,Colombia,South America,YFV,87.0
AFR,COM,Comoros (the),Africa,BCG,94.0
AFR,COM,Comoros (the),Africa,DTP1,96.0
AFR,COM,Comoros (the),Africa,DTP3,91.0
AFR,COM,Comoros (the),Africa,HepB3,91.0
AFR,COM,Comoros (the),Africa,Hib3,91.0
AFR,COM,Comoros (the),Africa,IPV1,45.0
AFR,COM,Comoros (the),Africa,MCV1,90.0
AFR,COM,Comoros (the),Africa,PAB,60.0
AFR,COM,Comoros (the),Africa,Pol3,94.0
AFR,COM,Comoros (the),Africa,TT2plus,78.0
AFR,COM,Comoros (the),Africa,VAD1,64.0
AFR,COG,Congo (the),Africa,BCG,88.0
AFR,COG,Congo (the),Africa,DTP1,83.0
AFR,COG,Congo (the),Africa,DTP3,83.0
AFR,COG,Congo (the),Africa,HepB3,83.0
AFR,COG,Congo (the),Africa,Hib3,83.0
AFR,COG,Congo (the),Africa,IPV1,80.0
AFR,COG,Congo (the),Africa,MCV1,83.0
AFR,COG,Congo (the),Africa,MenA,83.0
AFR,COG,Congo (the),Africa,PCV1,83.0
AFR,COG,Congo (the),Africa,PCV2,83.0
AFR,COG,Congo (the),Africa,PCV3,83.0
AFR,COG,Congo (the),Africa,Pol3,83.0
AFR,COG,Congo (the),Africa,Rota1,83.0
AFR,COG,Congo (the),Africa,RotaC,83.0
AFR,COG,Congo (the),Africa,TT2plus,83.0
AFR,COG,Congo (the),Africa,VAD1,83.0
AFR,COG,Congo (the),Africa,YFV,83.0
WPR,COK,Cook Islands,Australia,BCG,99.0
WPR,COK,Cook Islands,Australia,DiphCV4,99.0
WPR,COK,Cook Islands,Australia,DTP1,99.0
WPR,COK,Cook Islands,Australia,DTP3,99.0
WPR,COK,Cook Islands,Australia,HepB_BD,99.0
WPR,COK,Cook Islands,Australia,HepB_BDall,99.0
WPR,COK,Cook Islands,Australia,HepB3,99.0
WPR,COK,Cook Islands,Australia,Hib3,99.0
WPR,COK,Cook Islands,Australia,HPVfem,85.0
WPR,COK,Cook Islands,Australia,IPV1,99.0
WPR,COK,Cook Islands,Australia,IPV1frac,99.0
WPR,COK,Cook Islands,Australia,MCV1,99.0
WPR,COK,Cook Islands,Australia,MCV2,99.0
WPR,COK,Cook Islands,Australia,PerCV4,99.0
WPR,COK,Cook Islands,Australia,Pol3,99.0
WPR,COK,Cook Islands,Australia,RCV1,99.0
WPR,COK,Cook Islands,Australia,TTCV4,99.0
AMR,CRI,Costa Rica,North America,BCG,92.0
AMR,CRI,Costa Rica,North America,DiphCV4,95.0
AMR,CRI,Costa Rica,North America,DiphCV5,95.0
AMR,CRI,Costa Rica,North America,DiphCV6,99.0
AMR,CRI,Costa Rica,North America,DTP1,95.0
AMR,CRI,Costa Rica,North America,DTP3,94.0
AMR,CRI,Costa Rica,North America,HepB_BD,90.0
AMR,CRI,Costa Rica,North America,HepB_BDall,93.0
AMR,CRI,Costa Rica,North America,HepB3,98.0
AMR,CRI,Costa Rica,North America,Hib3,94.0
AMR,CRI,Costa Rica,North America,MCV1,94.0
AMR,CRI,Costa Rica,North America,MCV2,99.0
AMR,CRI,Costa Rica,North America,PCV1,96.0
AMR,CRI,Costa Rica,North America,PCV2,95.0
AMR,CRI,Costa Rica,North America,PCV3,96.0
AMR,CRI,Costa Rica,North America,PerCV4,95.0
AMR,CRI,Costa Rica,North America,Pol3,94.0
AMR,CRI,Costa Rica,North America,RCV1,94.0
AMR,CRI,Costa Rica,North America,TTCV4,95.0
AMR,CRI,Costa Rica,North America,TTCV5,95.0
AMR,CRI,Costa Rica,North America,TTCV6,99.0
AFR,CIV,Côte d'Ivoire,Africa,BCG,98.0
AFR,CIV,Côte d'Ivoire,Africa,DTP1,99.0
AFR,CIV,Côte d'Ivoire,Africa,DTP3,94.0
AFR,CIV,Côte d'Ivoire,Africa,HepB3,94.0
AFR,CIV,Côte d'Ivoire,Africa,Hib3,94.0
AFR,CIV,Côte d'Ivoire,Africa,IPV1,79.0
AFR,CIV,Côte d'Ivoire,Africa,MCV1,90.0
AFR,CIV,Côte d'Ivoire,Africa,MenA,28.0
AFR,CIV,Côte d'Ivoire,Africa,PCV1,99.0
AFR,CIV,Côte d'Ivoire,Africa,PCV2,96.0
AFR,CIV,Côte d'Ivoire,Africa,PCV3,94.0
AFR,CIV,Côte d'Ivoire,Africa,Pol3,94.0
AFR,CIV,Côte d'Ivoire,Africa,RCV1,90.0
AFR,CIV,Côte d'Ivoire,Africa,Rota1,79.0
AFR,CIV,Côte d'Ivoire,Africa,RotaC,72.0
AFR,CIV,Côte d'Ivoire,Africa,TT2plus,85.0
AFR,CIV,Côte d'Ivoire,Africa,YFV,88.0
EUR,HRV,Croatia,Europe,BCG,98.0
EUR,HRV,Croatia,Europe,DiphCV4,88.0
EUR,HRV,Croatia,Europe,DiphCV5,87.0
EUR,HRV,Croatia,Europe,DiphCV6,96.0
EUR,HRV,Croatia,Europe,DTP3,93.0
EUR,HRV,Croatia,Europe,HepB3,93.0
EUR,HRV,Croatia,Europe,Hib3,94.0
EUR,HRV,Croatia,Europe,MCV1,93.0
EUR,HRV,Croatia,Europe,MCV2,95.0
EUR,HRV,Croatia,Europe,PerCV4,89.0
EUR,HRV,Croatia,Europe,Pol3,94.0
EUR,HRV,Croatia,Europe,RCV1,93.0
EUR,HRV,Croatia,Europe,TTCV4,89.0
EUR,HRV,Croatia,Europe,TTCV5,87.0
EUR,HRV,Croatia,Europe,TTCV6,96.0
AMR,CUB,Cuba,North America,BCG,99.0
AMR,CUB,Cuba,North America,DiphCV4,99.0
AMR,CUB,Cuba,North America,DiphCV5,99.0
AMR,CUB,Cuba,North America,DTP1,99.0
AMR,CUB,Cuba,North America,DTP3,99.0
AMR,CUB,Cuba,North America,HepB_BD,99.0
AMR,CUB,Cuba,North America,HepB_BDall,99.0
AMR,CUB,Cuba,North America,HepB3,99.0
AMR,CUB,Cuba,North America,Hib3,99.0
AMR,CUB,Cuba,North America,IPV1,99.0
AMR,CUB,Cuba,North America,IPV1frac,99.0
AMR,CUB,Cuba,North America,IPV2frac,99.0
AMR,CUB,Cuba,North America,MCV1,99.0
AMR,CUB,Cuba,North America,MCV2,99.0
AMR,CUB,Cuba,North America,PAB,99.0
AMR,CUB,Cuba,North America,PerCV4,99.0
AMR,CUB,Cuba,North America,Pol3,99.0
AMR,CUB,Cuba,North America,RCV1,99.0
AMR,CUB,Cuba,North America,TTCV4,99.0
AMR,CUB,Cuba,North America,TTCV5,99.0
AMR,CUB,Cuba,North America,TTCV6,99.0
AMR,CUB,Cuba,North America,Typhoid,99.0
EUR,CYP,Cyprus,Europe,DTP1,99.0
EUR,CYP,Cyprus,Europe,DTP3,99.0
EUR,CYP,Cyprus,Europe,HepB3,97.0
EUR,CYP,Cyprus,Europe,Hib3,97.0
EUR,CYP,Cyprus,Europe,IPV1,99.0
EUR,CYP,Cyprus,Europe,MCV1,90.0
EUR,CYP,Cyprus,Europe,Pol3,97.0
EUR,CYP,Cyprus,Europe,RCV1,90.0
EUR,CZE,Czech Republic,Europe,DiphCV4,92.0
EUR,CZE,Czech Republic,Europe,MCV1,96.0
EUR,CZE,Czech Republic,Europe,MCV2,84.0
EUR,CZE,Czech Republic,Europe,PerCV4,92.0
EUR,CZE,Czech Republic,Europe,RCV1,96.0
EUR,CZE,Czech Republic,Europe,TTCV4,92.0
SEAR,PRK,Democratic People's Republic of Korea (the),Asia,BCG,96.0
SEAR,PRK,Democratic People's Republic of Korea (the),Asia,DTP1,99.0
SEAR,PRK,Democratic People's Republic of Korea (the),Asia,DTP3,97.0
SEAR,PRK,Democratic People's Republic of Korea (the),Asia,HepB_BD,98.0
SEAR,PRK,Democratic People's Republic of Korea (the),Asia,HepB3,97.0
SEAR,PRK,Democratic People's Republic of Korea (the),Asia,Hib3,97.0
SEAR,PRK,Democratic People's Republic of Korea (the),Asia,IPV1,65.0
SEAR,PRK,Democratic People's Republic of Korea (the),Asia,MCV1,98.0
SEAR,PRK,Democratic People's Republic of Korea (the),Asia,MCV2,99.0
SEAR,PRK,Democratic People's Republic of Korea (the),Asia,Pol3,99.0
SEAR,PRK,Democratic People's Republic of Korea (the),Asia,TT2plus,99.0
SEAR,PRK,Democratic People's Republic of Korea (the),Asia,VAD1,100.0
AFR,COD,Democratic Republic of the Congo (the),Africa,BCG,95.0
AFR,COD,Democratic Republic of the Congo (the),Africa,DTP1,99.0
AFR,COD,Democratic Republic of the Congo (the),Africa,DTP3,94.0
AFR,COD,Democratic Republic of the Congo (the),Africa,HepB3,94.0
AFR,COD,Democratic Republic of the Congo (the),Africa,Hib3,94.0
AFR,COD,Democratic Republic of the Congo (the),Africa,IPV1,92.0
AFR,COD,Democratic Republic of the Congo (the),Africa,MCV1,92.0
AFR,COD,Democratic Republic of the Congo (the),Africa,PCV1,99.0
AFR,COD,Democratic Republic of the Congo (the),Africa,PCV2,96.0
AFR,COD,Democratic Republic of the Congo (the),Africa,PCV3,94.0
AFR,COD,Democratic Republic of the Congo (the),Africa,Pol3,93.0
AFR,COD,Democratic Republic of the Congo (the),Africa,TT2plus,96.0
AFR,COD,Democratic Republic of the Congo (the),Africa,VAD1,97.0
AFR,COD,Democratic Republic of the Congo (the),Africa,YFV,92.0
EUR,DNK,Denmark,Europe,DiphCV4,91.0
EUR,DNK,Denmark,Europe,DTP1,97.0
EUR,DNK,Denmark,Europe,DTP3,97.0
EUR,DNK,Denmark,Europe,Hib3,97.0
EUR,DNK,Denmark,Europe,HPVfem,54.0
EUR,DNK,Denmark,Europe,IPV1,97.0
EUR,DNK,Denmark,Europe,MCV1,95.0
EUR,DNK,Denmark,Europe,MCV2,90.0
EUR,DNK,Denmark,Europe,PCV1,97.0
EUR,DNK,Denmark,Europe,PCV2,97.0
EUR,DNK,Denmark,Europe,PCV3,96.0
EUR,DNK,Denmark,Europe,PerCV4,91.0
EUR,DNK,Denmark,Europe,Pol3,97.0
EUR,DNK,Denmark,Europe,RCV1,95.0
EUR,DNK,Denmark,Europe,TTCV4,91.0
EMR,DJI,Djibouti,Africa,BCG,93.0
EMR,DJI,Djibouti,Africa,DiphCV4,81.0
EMR,DJI,Djibouti,Africa,DTP1,91.0
EMR,DJI,Djibouti,Africa,DTP3,84.0
EMR,DJI,Djibouti,Africa,HepB_BD,93.0
EMR,DJI,Djibouti,Africa,HepB_BDall,93.0
EMR,DJI,Djibouti,Africa,HepB3,84.0
EMR,DJI,Djibouti,Africa,Hib3,84.0
EMR,DJI,Djibouti,Africa,IPV1,89.0
EMR,DJI,Djibouti,Africa,MCV1,86.0
EMR,DJI,Djibouti,Africa,MCV2,81.0
EMR,DJI,Djibouti,Africa,PCV1,91.0
EMR,DJI,Djibouti,Africa,PCV2,87.0
EMR,DJI,Djibouti,Africa,PCV3,84.0
EMR,DJI,Djibouti,Africa,PerCV4,81.0
EMR,DJI,Djibouti,Africa,Pol3,84.0
EMR,DJI,Djibouti,Africa,Rota1,91.0
EMR,DJI,Djibouti,Africa,RotaC,87.0
EMR,DJI,Djibouti,Africa,TT2plus,91.0
EMR,DJI,Djibouti,Africa,TTCV4,81.0
EMR,DJI,Djibouti,Africa,VAD1,80.0
AMR,DMA,Dominica,North America,BCG,95.0
AMR,DMA,Dominica,North America,DiphCV4,83.0
AMR,DMA,Dominica,North America,DiphCV5,77.0
AMR,DMA,Dominica,North America,DiphCV6,96.0
AMR,DMA,Dominica,North America,DTP1,99.0
AMR,DMA,Dominica,North America,DTP3,94.0
AMR,DMA,Dominica,North America,HepB_BD,46.0
AMR,DMA,Dominica,North America,HepB_BDall,46.0
AMR,DMA,Dominica,North America,HepB3,94.0
AMR,DMA,Dominica,North America,Hib3,94.0
AMR,DMA,Dominica,North America,IPV1,99.0
AMR,DMA,Dominica,North America,MCV1,84.0
AMR,DMA,Dominica,North America,MCV2,81.0
AMR,DMA,Dominica,North America,PAB,59.0
AMR,DMA,Dominica,North America,PerCV4,83.0
AMR,DMA,Dominica,North America,Pol3,94.0
AMR,DMA,Dominica,North America,RCV1,84.0
AMR,DMA,Dominica,North America,TT2plus,59.0
AMR,DMA,Dominica,North America,TTCV4,83.0
AMR,DMA,Dominica,North America,TTCV5,77.0
AMR,DMA,Dominica,North America,TTCV6,96.0
AMR,DOM,Dominican Republic (the),North America,BCG,99.0
AMR,DOM,Dominican Republic (the),North America,DiphCV4,85.0
AMR,DOM,Dominican Republic (the),North America,DiphCV5,74.0
AMR,DOM,Dominican Republic (the),North America,DTP1,99.0
AMR,DOM,Dominican Republic (the),North America,DTP3,94.0
AMR,DOM,Dominican Republic (the),North America,HepB_BD,80.0
AMR,DOM,Dominican Republic (the),North America,HepB_BDall,80.0
AMR,DOM,Dominican Republic (the),North America,HepB3,92.0
AMR,DOM,Dominican Republic (the),North America,Hib3,90.0
AMR,DOM,Dominican Republic (the),North America,HPVfem,6.0
AMR,DOM,Dominican Republic (the),North America,IPV1,99.0
AMR,DOM,Dominican Republic (the),North America,MCV1,95.0
AMR,DOM,Dominican Republic (the),North America,MCV2,31.0
AMR,DOM,Dominican Republic (the),North America,PCV1,97.0
AMR,DOM,Dominican Republic (the),North America,PCV2,88.0
AMR,DOM,Dominican Republic (the),North America,PCV3,70.0
AMR,DOM,Dominican Republic (the),North America,PerCV4,85.0
AMR,DOM,Dominican Republic (the),North America,Pol3,89.0
AMR,DOM,Dominican Republic (the),North America,RCV1,95.0
AMR,DOM,Dominican Republic (the),North America,Rota1,92.0
AMR,DOM,Dominican Republic (the),North America,RotaC,82.0
AMR,DOM,Dominican Republic (the),North America,TT2plus,97.0
AMR,DOM,Dominican Republic (the),North America,TTCV4,85.0
AMR,DOM,Dominican Republic (the),North America,TTCV5,74.0
AMR,ECU,Ecuador,South America,BCG,90.0
AMR,ECU,Ecuador,South America,DiphCV4,76.0
AMR,ECU,Ecuador,South America,DiphCV5,64.0
AMR,ECU,Ecuador,South America,DiphCV6,63.0
AMR,ECU,Ecuador,South America,DTP1,86.0
AMR,ECU,Ecuador,South America,DTP3,85.0
AMR,ECU,Ecuador,South America,HepB_BD,70.0
AMR,ECU,Ecuador,South America,HepB_BDall,70.0
AMR,ECU,Ecuador,South America,HepB3,85.0
AMR,ECU,Ecuador,South America,Hib3,85.0
AMR,ECU,Ecuador,South America,HPVfem,85.0
AMR,ECU,Ecuador,South America,IPV1frac,86.0
AMR,ECU,Ecuador,South America,IPV2frac,69.0
AMR,ECU,Ecuador,South America,MCV1,83.0
AMR,ECU,Ecuador,South America,MCV2,74.0
AMR,ECU,Ecuador,South America,PAB,46.0
AMR,ECU,Ecuador,South America,PCV1,86.0
AMR,ECU,Ecuador,South America,PCV2,86.0
AMR,ECU,Ecuador,South America,PCV3,85.0
AMR,ECU,Ecuador,South America,PerCV4,76.0
AMR,ECU,Ecuador,South America,Pol3,85.0
AMR,ECU,Ecuador,South America,RCV1,83.0
AMR,ECU,Ecuador,South America,Rota1,85.0
AMR,ECU,Ecuador,South America,RotaC,85.0
AMR,ECU,Ecuador,South America,TT2plus,37.0
AMR,ECU,Ecuador,South America,TTCV4,76.0
AMR,ECU,Ecuador,South America,TTCV5,64.0
AMR,ECU,Ecuador,South America,TTCV6,63.0
AMR,ECU,Ecuador,South America,VAD1,21.0
AMR,ECU,Ecuador,South America,YFV,85.0
EMR,EGY,Egypt,Africa,BCG,95.0
EMR,EGY,Egypt,Africa,DiphCV4,94.0
EMR,EGY,Egypt,Africa,DTP1,96.0
EMR,EGY,Egypt,Africa,DTP3,95.0
EMR,EGY,Egypt,Africa,HepB_BD,89.0
EMR,EGY,Egypt,Africa,HepB_BDall,89.0
EMR,EGY,Egypt,Africa,HepB3,95.0
EMR,EGY,Egypt,Africa,Hib3,95.0
EMR,EGY,Egypt,Africa,MCV1,94.0
EMR,EGY,Egypt,Africa,MCV2,94.0
EMR,EGY,Egypt,Africa,PerCV4,94.0
EMR,EGY,Egypt,Africa,Pol3,95.0
AMR,SLV,El Salvador,North America,BCG,81.0
AMR,SLV,El Salvador,North America,DiphCV4,81.0
AMR,SLV,El Salvador,North America,DiphCV5,87.0
AMR,SLV,El Salvador,North America,DiphCV6,99.0
AMR,SLV,El Salvador,North America,DTP1,82.0
AMR,SLV,El Salvador,North America,DTP3,81.0
AMR,SLV,El Salvador,North America,HepB_BD,77.0
AMR,SLV,El Salvador,North America,HepB_BDall,77.0
AMR,SLV,El Salvador,North America,HepB3,81.0
AMR,SLV,El Salvador,North America,Hib3,81.0
AMR,SLV,El Salvador,North America,IPV1,81.0
AMR,SLV,El Salvador,North America,MCV1,81.0
AMR,SLV,El Salvador,North America,MCV2,85.0
AMR,SLV,El Salvador,North America,PCV1,81.0
AMR,SLV,El Salvador,North America,PCV2,79.0
AMR,SLV,El Salvador,North America,PCV3,75.0
AMR,SLV,El Salvador,North America,PerCV4,81.0
AMR,SLV,El Salvador,North America,Pol3,83.0
AMR,SLV,El Salvador,North America,RCV1,81.0
AMR,SLV,El Salvador,North America,Rota1,82.0
AMR,SLV,El Salvador,North America,RotaC,82.0
AMR,SLV,El Salvador,North America,TT2plus,56.0
AMR,SLV,El Salvador,North America,TTCV4,81.0
AMR,SLV,El Salvador,North America,TTCV5,87.0
AMR,SLV,El Salvador,North America,TTCV6,99.0
AMR,SLV,El Salvador,North America,VAD1,53.0
AFR,GNQ,Equatorial Guinea,Africa,BCG,56.0
AFR,GNQ,Equatorial Guinea,Africa,DTP1,54.0
AFR,GNQ,Equatorial Guinea,Africa,DTP3,46.0
AFR,GNQ,Equatorial Guinea,Africa,HepB_BDall,1.0
AFR,GNQ,Equatorial Guinea,Africa,HepB3,46.0
AFR,GNQ,Equatorial Guinea,Africa,Hib3,46.0
AFR,GNQ,Equatorial Guinea,Africa,IPV1,45.0
AFR,GNQ,Equatorial Guinea,Africa,MCV1,39.0
AFR,GNQ,Equatorial Guinea,Africa,Pol3,45.0
AFR,GNQ,Equatorial Guinea,Africa,TT2plus,41.0
AFR,GNQ,Equatorial Guinea,Africa,VAD1,45.0
AFR,GNQ,Equatorial Guinea,Africa,YFV,39.0
